Item	Category	Sources
A Land Long Dead Orchestrion Roll	Instance	The Burn
From Mud Orchestrion Roll	Instance	Saint Mocianne's Arboretum (Hard)
Heartless Orchestrion Roll	Instance	Alphascape V4.0
Primogenitor Orchestrion Roll	Instance	Alphascape V2.0
Dancing Mad - Movement II Orchestrion Roll	Instance	Sigmascape V4.0
Omega Squared Orchestrion Roll	Instance	Deltascape V1.0	Deltascape V2.0	Deltascape V3.0
Upon the Rocks Orchestrion Roll	Instance	Pharos Sirius (Hard)
Gobwalker Gear	Instance	Alexander - The Burden of the Father (Savage)
Warring Lanner Whistle	Instance	Containment Bay S1T7 (Extreme)
Blissful Kamuy Fife	Instance	Emanation (Extreme)
Rose Lanner Whistle	Instance	Thok ast Thok (Extreme)
Magitek Predator Identification Key	Instance	Ala Mhigo
Reveling Kamuy Fife	Instance	The Pool of Tribute (Extreme)
White Lanner Whistle	Instance	The Limitless Blue (Extreme)
Dark Lanner Whistle	Instance	The Minstrel's Ballad: Nidhogg's Rage
Sophic Lanner Whistle	Instance	Containment Bay P1T6 (Extreme)
Round Lanner Whistle	Instance	The Minstrel's Ballad: Thordan's Reign
Arrhidaeus Master Key	Instance	Alexander - The Soul of the Creator (Savage)
Demonic Lanner Whistle	Instance	Containment Bay Z1T9 (Extreme)
Hoplite Wristlets	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Demagogue Wristlets	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Darklight Bracelet of Casting	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Toxotes Wristlets	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Strategos Wristlets	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Peltast Wristlets	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Darklight Bracelet of Healing	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Aetherial Pearl Bracelet	Instance	Cutter's Cry
Aetherial Tortoiseshell Armillae	Instance	The Aurum Vale
Aetherial Goshenite Bracelet	Instance	Cutter's Cry
Aetherial Red Coral Armillae	Instance	Cutter's Cry
Aetherial Heliodor Bracelet	Instance	Cutter's Cry
Aetherial Garnet Bracelet	Instance	Cutter's Cry
Aetherial Amethyst Bracelet	Instance	Cutter's Cry
Bonewicca Wildling's Greaves	Instance	The Swallow's Compass
Bonewicca Protector's Sabatons	Instance	The Swallow's Compass
Bonewicca Shadow's Sabatons	Instance	The Swallow's Compass
Bonewicca Skinner's Sabatons	Instance	The Swallow's Compass
Bonewicca Soother's Sabatons	Instance	The Swallow's Compass
Bonewicca Tracker's Sabatons	Instance	The Swallow's Compass
Genji Sune-ate of Maiming	Instance	Deltascape V2.0 (Savage)
Bonewicca Whisperer's Greaves	Instance	The Swallow's Compass
Genji Sune-ate of Fending	Instance	Deltascape V2.0 (Savage)
Moddey Dhoo Cuisses	Acquire	Moddey Dhoo Attire Coffer
Gunro Tsutsu-hakama	Acquire	Gunro Armor Coffer
Grey Hound Cuisses	Acquire	Grey Hound Armor Coffer
Scion Traveler's Trousers	Acquire	Scion Traveler's Attire Coffer
Koro Tsutsu-hakama	Acquire	Koro Armor Coffer
Barghest Cuisses	Acquire	Barghest Attire Coffer
Hellhound Cuisses	Acquire	Hellhound Attire Coffer
True Blue Trousers	Acquire	True Blue Attire Coffer
Poison Ivy Orchestrion Roll	Instance	Saint Mocianne's Arboretum
Hallowed Halls Orchestrion Roll	Instance	The Vault
Bibliophobia Orchestrion Roll	Instance	The Great Gubal Library (Hard)
Allagan Leather	Instance	The Binding Coil of Bahamut - Turn 1	The Binding Coil of Bahamut - Turn 2	The Binding Coil of Bahamut - Turn 4	The Binding Coil of Bahamut - Turn 5
Ovim Fleece	Drop	Ovim Billy	Ovim Nanny
Gagana Leather	Instance	The Burn	The Fractal Continuum (Hard)	The Ghimlyt Dark	The Swallow's Compass	Hells' Lid	The Drowned City of Skalla	Saint Mocianne's Arboretum (Hard)
Lorikeet Down	Drop	Rainbow Lorikeet
Dodo Feather	Drop	Wild Dodo	Fat Dodo	Gluttonous Gertrude
Omega Ring of Casting	Instance	Alphascape V1.0 (Savage)
Augmented Scaevan Ring of Slaying	Acquire	Scaevan Accessories of Slaying Coffer
Lakeland Ring of Aiming	Instance	Holminster Switch
Lakeland Ring of Healing	Instance	Holminster Switch
Augmented Scaevan Ring of Healing	Acquire	Scaevan Accessories of Healing Coffer
Lakeland Ring of Fending	Instance	Holminster Switch
Omega Ring of Slaying	Instance	Alphascape V1.0 (Savage)
Augmented Scaevan Ring of Fending	Acquire	Scaevan Accessories of Fending Coffer
Islewolf Ring of Casting	Acquire	White Oak Ring Coffer
Omega Ring of Fending	Instance	Alphascape V1.0 (Savage)
Islewolf Ring of Healing	Acquire	White Oak Ring Coffer
Augmented Scaevan Ring of Casting	Acquire	Scaevan Accessories of Casting Coffer
Augmented Scaevan Ring of Aiming	Acquire	Scaevan Accessories of Aiming Coffer
Islewolf Ring of Slaying	Acquire	White Oak Ring Coffer
Lakeland Ring of Slaying	Instance	Holminster Switch
Islewolf Ring of Aiming	Acquire	White Oak Ring Coffer
Lakeland Ring of Casting	Instance	Holminster Switch
Omega Ring of Aiming	Instance	Alphascape V1.0 (Savage)
Omega Ring of Healing	Instance	Alphascape V1.0 (Savage)
Diamond Ring of Fending	Instance	Sigmascape V1.0 (Savage)
Islewolf Ring of Fending	Acquire	White Oak Ring Coffer
Diamond Ring of Slaying	Instance	Sigmascape V1.0 (Savage)
Alliance Ring of Healing	Acquire	Scaevan Accessories of Healing Coffer
Alliance Ring of Healing	Instance	The Ghimlyt Dark
Alliance Ring of Slaying	Acquire	Scaevan Accessories of Slaying Coffer
Alliance Ring of Slaying	Instance	The Ghimlyt Dark
Alliance Ring of Casting	Acquire	Scaevan Accessories of Casting Coffer
Alliance Ring of Casting	Instance	The Ghimlyt Dark
Dai-ryumyaku Ring of Fending	Acquire	Dai-ryumyaku Accessories of Fending Coffer
Alliance Ring of Aiming	Acquire	Scaevan Accessories of Aiming Coffer
Alliance Ring of Aiming	Instance	The Ghimlyt Dark
Alliance Ring of Fending	Acquire	Scaevan Accessories of Fending Coffer
Alliance Ring of Fending	Instance	The Ghimlyt Dark
Wyvern Wing	Drop	Vengeful Wyvern	Cloud Wyvern	Elder Wyvern	Dravanian Wyvern
Ochu Vine	Drop	Milkroot Cluster	Ochu
Silkmoth Scales	Drop	Silkmoth
Jellyfish Cnida	Drop	Aetherbound Aurelia	Bloodshore Bell	Dark Matter Aurelia	Sea Wasp
Jellyfish Umbrella	Drop	Aetherbound Aurelia	Bloodshore Bell	Dark Matter Aurelia	Sea Wasp
Puk Wing	Drop	Puk Hatchling	Peryton	Pteroc	Dark Matter Pteroc	Puk Hatchling	Pteroc Matron
Hydrozoan Umbrella	Drop	Hydrozoan
Cubus Flesh	Drop	Cubus
Vampire Cup Vine	Drop	Vampire Cup
Bat Wing	Drop	Cave Bat	Dusk Bat	Black Bat	Blood Bat	Lesser Kalong	Lesser Kalong	Snakemolt Bat	Sun Bat
Gelato Flesh	Drop	Gelato	Sorbet
Imp Wing	Drop	Alux	Trickster Imp	Vandalous Imp	Deepvoid Scamp	Brutish Imp	Mormo's Missionary
Moth Scales	Drop	Fluturini
Moth Scales	Instance	Doma Castle	The Burn	Shisui of the Violet Tides	The Fractal Continuum (Hard)	The Ghimlyt Dark	The Swallow's Compass	Bardam's Mettle	Hells' Lid	Castrum Abania	The Drowned City of Skalla	Saint Mocianne's Arboretum (Hard)	The Sirensong Sea
Morbol Vine	Drop	Halitostroper	Jaded Jody	Stroper	Capricious Cassie	Morbol	Jaded Jody	Malodorous Morbol	Morbolger	Voluptuous Vivian	Wild Morbol	Palace Morbol
Ahriman Wing	Drop	Ahriman	Arimaspi
Hoptrap Leaf	Drop	Hoptrap
Edenchoir Weapon Coffer	Instance	Eden's Verse: Refulgence (Savage)
Edengrace Earring Coffer	Instance	Eden's Gate: Resurrection (Savage)
Edengrace Leg Gear Coffer	Instance	Eden's Gate: Inundation (Savage)
Edengrace Bracelet Coffer	Instance	Eden's Gate: Resurrection (Savage)
Edenchoir Chest Gear Coffer	Instance	Eden's Verse: Refulgence (Savage)
Edenchoir Bracelet Coffer	Instance	Eden's Verse: Fulmination (Savage)
Edengrace Ring Coffer	Instance	Eden's Gate: Resurrection (Savage)
Edenchoir Waist Gear Coffer	Instance	Eden's Verse: Fulmination (Savage)
Edengrace Head Gear Coffer	Instance	Eden's Gate: Descent (Savage)	Eden's Gate: Inundation (Savage)
Edenchoir Leg Gear Coffer	Instance	Eden's Verse: Iconoclasm (Savage)
Edengrace Waist Gear Coffer	Instance	Eden's Gate: Resurrection (Savage)
Edenchoir Hand Gear Coffer	Instance	Eden's Verse: Iconoclasm (Savage)	Eden's Verse: Furor (Savage)
Edengrace Weapon Coffer	Instance	Eden's Gate: Sepulture (Savage)
Edenchoir Earring Coffer	Instance	Eden's Verse: Fulmination (Savage)
Edenchoir Foot Gear Coffer	Instance	Eden's Verse: Iconoclasm (Savage)	Eden's Verse: Furor (Savage)
Edengrace Necklace Coffer	Instance	Eden's Gate: Resurrection (Savage)
Edengrace Chest Gear Coffer	Instance	Eden's Gate: Sepulture (Savage)
Edengrace Foot Gear Coffer	Instance	Eden's Gate: Descent (Savage)	Eden's Gate: Inundation (Savage)
Edenchoir Head Gear Coffer	Instance	Eden's Verse: Iconoclasm (Savage)	Eden's Verse: Furor (Savage)
Edenchoir Necklace Coffer	Instance	Eden's Verse: Fulmination (Savage)
Edengrace Hand Gear Coffer	Instance	Eden's Gate: Descent (Savage)	Eden's Gate: Inundation (Savage)
Edenchoir Ring Coffer	Instance	Eden's Verse: Fulmination (Savage)
Yafaemi Sandals of Scouting	Instance	The Weeping City of Mhach
Yafaemi Sabatons of Fending	Instance	The Weeping City of Mhach
Yafaemi Sandals of Striking	Instance	The Weeping City of Mhach
Yafaemi Boots of Aiming	Instance	The Weeping City of Mhach
Yafaemi Sabatons of Maiming	Instance	The Weeping City of Mhach
Valkyrie's Boots of Aiming	Instance	Xelphatol	The Great Gubal Library (Hard)
Valkyrie's Jackboots of Maiming	Instance	Xelphatol	The Great Gubal Library (Hard)
Valkyrie's Jackboots of Fending	Instance	Xelphatol	The Great Gubal Library (Hard)
Yafaemi Boots of Casting	Instance	The Weeping City of Mhach
Valkyrie's Boots of Striking	Instance	Xelphatol	The Great Gubal Library (Hard)
Valkyrie's Boots of Scouting	Instance	Xelphatol	The Great Gubal Library (Hard)
Yafaemi Boots of Healing	Instance	The Weeping City of Mhach
Valkyrie's Boots of Casting	Instance	Xelphatol	The Great Gubal Library (Hard)
Valkyrie's Boots of Healing	Instance	Xelphatol	The Great Gubal Library (Hard)
Dreadwyrm Greaves of Aiming	Instance	The Final Coil of Bahamut - Turn 2
Dreadwyrm Shoes of Healing	Instance	The Final Coil of Bahamut - Turn 1
Ishgardian Outrider's Boots	Instance	The Dusk Vigil
Dreadwyrm Boots of Scouting	Instance	The Final Coil of Bahamut - Turn 1
Demon Boots of Aiming	Instance	The World of Darkness
Magus's Shoes	Acquire	Magus's Attire Coffer
Demon Sabatons of Fending	Instance	The World of Darkness
Ishgardian Chaplain's Thighboots	Instance	The Dusk Vigil
Demon Sandals of Healing	Instance	The World of Darkness
Dreadwyrm Greaves of Maiming	Instance	The Final Coil of Bahamut - Turn 3
Dreadwyrm Boots of Striking	Instance	The Final Coil of Bahamut - Turn 2
Demon Greaves of Maiming	Instance	The World of Darkness
Ishgardian Monastic's Boots	Instance	The Dusk Vigil
Demon Caligae of Scouting	Instance	The World of Darkness
Dreadwyrm Shoes of Casting	Instance	The Final Coil of Bahamut - Turn 2
Demon Sandals of Casting	Instance	The World of Darkness
Ishgardian Bowman's Boots	Instance	The Dusk Vigil
Red Boots	Acquire	Red Attire Coffer
Dreadwyrm Sabatons of Fending	Instance	The Final Coil of Bahamut - Turn 1
Nameless Kyahan	Acquire	Nameless Armor Coffer
Demon Caligae of Striking	Instance	The World of Darkness
High Allagan Sabatons of Fending	Instance	The Second Coil of Bahamut - Turn 1	The Second Coil of Bahamut (Savage) - Turn 1
Ishgardian Historian's Thighboots	Instance	The Dusk Vigil
Dravanian Ring of Fending	Instance	The Antitower	The Lost City of Amdapor (Hard)
Ring of the Daring Duelist	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Plague Doctor's Ring	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Dravanian Ring of Healing	Instance	The Antitower	The Lost City of Amdapor (Hard)
Ring of the Lost Thief	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Dravanian Ring of Slaying	Instance	The Antitower	The Lost City of Amdapor (Hard)
Dravanian Ring of Casting	Instance	The Antitower	The Lost City of Amdapor (Hard)
Gordian Ring of Healing	Instance	Alexander - The Fist of the Father (Savage)
Ring of the Defiant Duelist	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Dravanian Ring of Aiming	Instance	The Antitower	The Lost City of Amdapor (Hard)
Plague Bringer's Ring	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
2B Automaton	Instance	The Puppets' Bunker
Poogie	Instance	The Great Hunt (Extreme)
Ephemeral Necromancer	Instance	The Heroes' Gauntlet
Diamond Gauntlets of Fending	Instance	Sigmascape V3.0 (Savage)
Dai-ryumyaku Kote of Maiming	Acquire	Dai-ryumyaku Armor of Maiming Coffer
2P Automaton	Instance	The Puppets' Bunker
Hero's Necklace of Healing	Instance	Snowcloak	Sastasha (Hard)	The Sunken Temple of Qarn (Hard)
Diamond Gauntlets of Striking	Instance	Sigmascape V3.0 (Savage)
Dai-ryumyaku Kote of Aiming	Acquire	Dai-ryumyaku Armor of Aiming Coffer
Alliance Armguards of Aiming	Instance	The Ghimlyt Dark
Ivalician Ark Knight's Gauntlets	Instance	The Ridorana Lighthouse
Alliance Fingerless Gloves of Casting	Instance	The Ghimlyt Dark
Allagan Choker of Casting	Instance	The Binding Coil of Bahamut - Turn 5
Royal Volunteer's Armguards of Casting	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Dai-ryumyaku Kote of Striking	Acquire	Dai-ryumyaku Armor of Striking Coffer
Ivalician Thief's Gloves	Instance	The Ridorana Lighthouse
Ivalician Shikari's Fingerless Gloves	Instance	The Ridorana Lighthouse
Dai-ryumyaku Kote of Scouting	Acquire	Dai-ryumyaku Armor of Scouting Coffer
Hero's Necklace of Casting	Instance	Snowcloak	Sastasha (Hard)	The Sunken Temple of Qarn (Hard)
Dai-ryumyaku Kote of Healing	Acquire	Dai-ryumyaku Armor of Healing Coffer
Alliance Fingerless Gloves of Healing	Instance	The Ghimlyt Dark
Ivalician Chemist's Gloves	Instance	The Ridorana Lighthouse
Diamond Gauntlets of Scouting	Instance	Sigmascape V2.0 (Savage)
Strategos Choker	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Choker of Divine Death	Instance	The Tam-Tara Deepcroft (Hard)
Royal Volunteer's Armguards of Fending	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Royal Volunteer's Gloves of Striking	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Ivalician Archer's Gloves	Instance	The Ridorana Lighthouse
Choker of the Divine War	Instance	The Stone Vigil (Hard)
Ultima Choker of Healing	Instance	The Minstrel's Ballad: Ultima's Bane
Royal Volunteer's Gauntlets of Aiming	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Choker of Divine Wisdom	Instance	Hullbreaker Isle
Ivalician Uhlan's Fingerless Gloves	Instance	The Ridorana Lighthouse
Diamond Gauntlets of Aiming	Instance	Sigmascape V2.0 (Savage)
Dai-ryumyaku Kote of Fending	Acquire	Dai-ryumyaku Armor of Fending Coffer
Ultima Choker of Aiming	Instance	The Minstrel's Ballad: Ultima's Bane
Toxotes Choker	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Darklight Choker of Fending	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Choker of the Divine Harvest	Instance	Hullbreaker Isle
Alliance Fingerless Gloves of Scouting	Instance	The Ghimlyt Dark
Ultima Choker of Fending	Instance	The Minstrel's Ballad: Ultima's Bane
Ivalician Arithmetician's Gloves	Instance	The Ridorana Lighthouse
Darklight Choker of Healing	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Choker of the Divine Light	Instance	The Tam-Tara Deepcroft (Hard)
Darklight Choker of Aiming	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Hoplite Choker	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Darklight Choker of Casting	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Diamond Gauntlets of Maiming	Instance	Sigmascape V2.0 (Savage)
Royal Volunteer's Gloves of Scouting	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Alliance Fingerless Gloves of Striking	Instance	The Ghimlyt Dark
Royal Volunteer's Gauntlets of Maiming	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Darklight Choker of Maiming	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Royal Volunteer's Fingerless Gloves of Healing	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Diamond Gloves of Casting	Instance	Sigmascape V2.0 (Savage)
Peltast Choker	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Dai-ryumyaku Kote of Casting	Acquire	Dai-ryumyaku Armor of Casting Coffer
Hero's Necklace of Aiming	Instance	Snowcloak	Sastasha (Hard)	The Sunken Temple of Qarn (Hard)
Diamond Gloves of Healing	Instance	Sigmascape V2.0 (Savage)
Demagogue Choker	Instance	Pharos Sirius	Copperbell Mines (Hard)	Haukke Manor (Hard)
Darklight Choker of Striking	Instance	The Lost City of Amdapor	Halatali (Hard)	Brayflox's Longstop (Hard)
Ultima Choker of Slaying	Instance	The Minstrel's Ballad: Ultima's Bane
Ultima Choker of Casting	Instance	The Minstrel's Ballad: Ultima's Bane
Allagan Choker of Healing	Instance	The Binding Coil of Bahamut - Turn 2
Faded Copy of From the Dragon's Wake	Instance	The Wreath of Snakes (Extreme)
Faded Copy of Through the Maelstrom	Instance	The Whorleater (Extreme)
Faded Copy of Revelation	Instance	The Pool of Tribute (Extreme)
Faded Copy of Revenge of the Horde	Instance	The Minstrel's Ballad: Nidhogg's Rage
Faded Copy of Beauty's Wicked Wiles	Instance	Emanation (Extreme)
Faded Copy of Invincible	Instance	The Minstrel's Ballad: Hades's Elegy
Faded Copy of the Jade Stoa	Instance	The Jade Stoa (Extreme)
Faded Copy of The Corpse Hall	Instance	Urth's Fount
Faded Copy of The Worm's Tail	Instance	The Minstrel's Ballad: Shinryu's Domain
Faded Copy of Footsteps in the Snow	Instance	Akh Afah Amphitheatre (Extreme)
Faded Copy of Oblivion	Instance	Akh Afah Amphitheatre (Extreme)
Faded Copy of Battle on the Big Bridge	Instance	Battle on the Big Bridge	Battle in the Big Keep
Faded Copy of Wreck to the Seaman	Instance	The Whorleater (Extreme)
Faded Copy of What Angel Wakes Me	Instance	The Dancing Plague (Extreme)
Faded Copy of Insanity	Instance	The Crown of the Immaculate (Extreme)
Faded Copy of Under the Moonlight	Instance	The Minstrel's Ballad: Tsukuyomi's Pain
Faded Copy of The Hand That Gives the Rose	Instance	Thok ast Thok (Extreme)
Faded Copy of Equilibrium	Instance	Containment Bay P1T6 (Extreme)
Faded Copy of Woe That Is Madness	Instance	The Limitless Blue (Extreme)
Faded Copy of Infinity	Instance	Containment Bay Z1T9 (Extreme)
Faded Copy of Ultima (The Primals)	Instance	Cinder Drift (Extreme)
Faded Copy of Good King Moggle Mog XII	Instance	Thornmarch (Extreme)
Faded Copy of Unbending Steel	Instance	Thok ast Thok (Extreme)
Faded Copy of Thunder Rolls	Instance	The Striking Tree (Extreme)
Faded Copy of Sunrise	Instance	Hells' Kier (Extreme)
Faded Copy of Limitless Blue	Instance	The Limitless Blue (Extreme)
Nomad's Boots of Striking	Instance	Bardam's Mettle
Yanxian Sune-ate of Striking	Instance	Doma Castle
Yanxian Sune-ate of Scouting	Instance	Doma Castle
Shisui Zori of Fending	Instance	Shisui of the Violet Tides
Shisui Zori of Aiming	Instance	Shisui of the Violet Tides
Yanxian Kyahan of Healing	Instance	Doma Castle
Nomad's Boots of Healing	Instance	Bardam's Mettle
Nomad's Boots of Fending	Instance	Bardam's Mettle
Nomad's Boots of Aiming	Instance	Bardam's Mettle
Nomad's Boots of Casting	Instance	Bardam's Mettle
Yanxian Sune-ate of Fending	Instance	Doma Castle
Shisui Zori of Healing	Instance	Shisui of the Violet Tides
Nomad's Boots of Maiming	Instance	Bardam's Mettle
Shisui Zori of Striking	Instance	Shisui of the Violet Tides
Yanxian Sune-ate of Maiming	Instance	Doma Castle
Shisui Zori of Maiming	Instance	Shisui of the Violet Tides
Yanxian Kyahan of Casting	Instance	Doma Castle
Nomad's Boots of Scouting	Instance	Bardam's Mettle
Yanxian Sune-ate of Aiming	Instance	Doma Castle
Shisui Zori of Scouting	Instance	Shisui of the Violet Tides
